Task ID,TF1,TF2,TF3,TF4,TF5,TF6,TF7,TF8,TF9,TF10,TF11,TF12,TF13,TF14,TF15,TF16,TF17,TF18,TF19,TF20,TF21,TF22,TF23,TF24,TF25,TF26,TF27,TF28,TF29,TF30,TF31,TF32,TF33,TF34,TF35,TF36,TF37,TF38,TF39,TF40,TF41,TF42,TF43,TF44,TF45,TF46,TF47,TF48,TF49,TF50,TF51,TF52,TF53,TF54,TF55,TF56,TF57,TF58,TF59,TF60,TF61,TF62,TF63,TF64,TF65,TF66,TF67,TF68,TF69,TF70,TF71,TF72,TF73,TF74,TF76,TF77,TF78,TF80,TF81,TF82,TF83,TF85,TF86,TF87,TF89,TF90,TF91,TF93,TF94,TF95,TF97,TF98,TF99,TF101,TF102,TF103,TF105,TF106,TF107,TF109,TF110,TF111,TF113,TF114,TF115,TF116
2021 12 02,1," 3,289 "," 501,970,920 ", 898.00 ,27%," 59,218,427 ",12%," 1,235.00 ",0.38," 116,765,241 ",0.23,684,0.21," 72,909,666 ",0.15," 1,342.40 ",352.8,0.970538216," 2,200 ",757.0,99.64,34.87,166," 3,023,921.20 "," 3,668,905.29 "," 22,723,193.00 "," 20,440.00 ",19.81,27.71,181,1,8.96,19.919,97,1,361," 55,382,916 ",0.11,0.11,2093," 217,777,573 ",0.64,0.43,702," 89,549,176 ",0.21,0.18,1752," 183,611,313 ",0.53,0.37,835,0.25," 228,810,431 ",0.46,2454,0.75," 273,160,489 ",0.54,1258,0.51," 137,139,618 ",0.5,0.49," 136,020,871 ",0.5,5013.79,33699.39,4000,414907,0,44.26,39.46,188," 4,720,804.35 "," 4,796,861.82 "," 25,435,371.00 ",90,209.55,214.54,740," 25,726,539.96 "," 24,477,389.99 "," 85,799,804.00 ",109.79,140.43,548," 12,395,382.64 "," 14,692,648.92 "," 65,841,669.00 ",108.21,104.18,375," 12,115,856.90 "," 11,956,706.07 "," 52,188,425.00 ",9.74,30.45,194," 2,390,508.80 "," 8,573,278.50 "," 66,824,109.00 ",160,0.048647005,6987513,0.01
2021 12 03,1," 3,609 "," 529,479,434 "," 1,181.00 ",33%," 70,763,718 ",13%," 1,282.00 ",0.36," 121,429,302 ",0.23,734,0.2," 80,778,938 ",0.15," 1,348.90 ",342.18,0.918344655," 2,200 ",757.0,99.59,33.99,166," 3,189,635.14 "," 4,102,086.94 "," 25,946,402.00 "," 20,440.00 ",21.74,34.37,303,1,11.13,23.376,97,1,392," 59,347,052 ",0.11,0.11,2334," 238,558,574 ",0.65,0.45,752," 93,733,052 ",0.21,0.18,1974," 204,172,574 ",0.55,0.39,883,0.24," 231,573,808 ",0.44,2726,0.76," 297,905,626 ",0.56,1366,0.5," 143,640,453 ",0.48,0.5," 154,265,173 ",0.52,7351.26,45326.35,4000,414907,0,51.34,44.42,191," 4,984,697.34 "," 4,903,282.24 "," 25,435,371.00 ",88,216.9,210.55,744," 25,556,191.42 "," 24,081,022.20 "," 85,799,804.00 ",116.22,141.48,554," 12,560,714.28 "," 14,531,207.95 "," 65,841,669.00 ",116.47,104.34,378," 12,196,025.15 "," 11,706,120.10 "," 52,188,425.00 ",9.62,31.22,198," 2,305,899.05 "," 8,278,764.14 "," 66,824,109.00 ",117,0.032418953,4787409,0.01
2021 12 09,1," 3,313 "," 500,148,205 ", 920.00 ,28%," 51,878,938 ",10%," 1,198.00 ",0.36," 112,265,047 ",0.22,607,0.18," 70,808,573 ",0.14," 1,353.59 ",351.58,0.865838161," 2,200 ",757.0,98.37,38.75,163," 3,068,393.90 "," 3,937,369.30 "," 23,025,743.00 "," 23,466.00 ",20.33,30.97,201,1,9.38,20.757,97,1,338," 55,572,694 ",0.1,0.11,2098," 217,646,232 ",0.63,0.44,704," 90,051,939 ",0.21,0.18,1732," 183,166,987 ",0.52,0.37,877,0.26," 226,929,279 ",0.45,2436,0.74," 273,218,926 ",0.55,1312,0.54," 136,479,672 ",0.5,0.46," 136,739,254 ",0.5,4323.14,26819.01,4000,414906,0,48.99,41.97,158," 4,823,202.51 "," 4,655,883.95 "," 25,880,537.00 ",91,218.86,212.8,725," 26,133,222.72 "," 24,460,307.91 "," 85,357,471.00 ",112.29,132.89,571," 12,888,796.26 "," 14,144,641.38 "," 65,399,336.00 ",111.31,98.0,322," 11,907,910.14 "," 11,490,188.10 "," 51,746,092.00 ",9.49,32.18,237," 2,418,215.48 "," 8,290,317.43 "," 66,381,776.00 ",121,0.036522789,5818557,0.01
2021 12 10,1," 3,495 "," 503,915,291 "," 1,044.00 ",30%," 54,435,427 ",11%," 1,255.00 ",0.36," 114,439,194 ",0.23,675,0.19," 73,607,841 ",0.15," 1,350.86 ",345.52,0.883053893," 2,200 ",757.0,98.69,38.35,161," 3,129,908.64 "," 4,004,944.49 "," 23,699,438.00 "," 23,466.00 ",21.71,34.74,238,1,10.12,21.96,97,1,351," 56,762,857 ",0.1,0.11,2209," 218,452,138 ",0.63,0.43,708," 89,589,216 ",0.2,0.18,1852," 185,625,779 ",0.53,0.37,935,0.27," 228,700,296 ",0.45,2560,0.73," 275,214,995 ",0.55,1380,0.54," 138,727,518 ",0.5,0.46," 136,487,477 ",0.5,9437.04,52713.8,4000,414906,0,56.87,50.81,203," 5,144,204.64 "," 4,844,726.43 "," 25,880,537.00 ",90,237.24,226.84,753," 27,040,621.27 "," 24,807,882.50 "," 85,357,471.00 ",119.14,140.28,609," 13,351,727.00 "," 14,436,523.46 "," 65,399,336.00 ",125.38,109.51,351," 12,454,397.26 "," 11,587,377.79 "," 51,746,092.00 ",9.92,34.78,282," 2,412,852.77 "," 8,152,291.68 "," 66,381,776.00 ",144,0.041201717,9080655,0.02
2021 12 14,1," 3,185 "," 490,976,867 "," 1,023.00 ",32%," 52,227,068 ",11%," 1,236.00 ",0.39," 113,488,580 ",0.23,625,0.2," 70,713,049 ",0.14," 1,329.11 ",341.73,0.952013465," 2,200 ",757.0,100.73,38.47,163," 3,012,128.02 "," 3,848,508.49 "," 24,222,152.00 "," 23,466.00 ",19.54,28.76,187,1,9.52,20.888,97,1,372," 58,406,278 ",0.12,0.12,2065," 211,090,974 ",0.65,0.43,683," 87,854,350 ",0.21,0.18,1754," 181,642,902 ",0.55,0.37,748,0.23," 221,479,615 ",0.45,2437,0.77," 269,497,252 ",0.55,1282,0.53," 135,484,171 ",0.5,0.47," 134,013,081 ",0.5,6728.68,41171.16,4000,414905,0,46.25,40.7,175," 4,517,688.57 "," 4,582,147.76 "," 25,113,130.00 ",92,222.22,240.13,785," 25,233,705.10 "," 24,020,295.73 "," 83,251,411.00 ",118.93,148.31,607," 12,636,716.26 "," 14,549,980.71 "," 63,588,822.00 ",109.43,108.51,363," 11,357,620.63 "," 10,956,907.03 "," 49,927,268.00 ",7.04,23.79,161," 2,119,254.22 "," 8,068,701.17 "," 64,571,262.00 ",215,0.067503925,9671844,0.02
2021 12 15,1," 3,200 "," 490,935,166 "," 1,013.00 ",32%," 54,130,582 ",11%," 1,213.00 ",0.38," 113,855,258 ",0.23,641,0.2," 71,871,557 ",0.15," 1,345.95 ",360.53,0.910170267," 2,200 ",59.5,99.53,38.86,163," 3,011,872.18 "," 3,801,710.81 "," 23,000,953.00 "," 23,466.00 ",19.63,29.03,184,1,9.33,20.648,97,1,368," 58,140,500 ",0.12,0.12,2021," 209,098,891 ",0.63,0.43,667," 87,250,717 ",0.21,0.18,1722," 179,988,674 ",0.54,0.37,811,0.25," 223,695,775 ",0.46,2389,0.75," 267,239,391 ",0.54,1300,0.54," 136,727,182 ",0.51,0.46," 130,512,209 ",0.49,4868.21,30903.98,4000,414905,0,46.2,40.63,174," 4,765,991.64 "," 4,980,888.29 "," 25,908,875.00 ",93,223.56,234.45,754," 26,832,840.68 "," 25,827,051.74 "," 85,407,374.00 ",114.9,140.31,620," 13,087,611.71 "," 14,656,111.31 "," 65,663,932.00 ",112.52,109.35,356," 12,433,019.45 "," 12,679,261.73 "," 52,010,511.00 ",8.67,28.97,204," 2,370,854.38 "," 8,364,205.81 "," 66,646,372.00 ",185,0.0578125,8004697,0.02
2021 12 16,1," 3,655 "," 506,899,785 "," 1,422.00 ",39%," 69,650,824 ",14%," 1,336.00 ",0.37," 118,556,296 ",0.23,758,0.21," 75,955,490 ",0.15," 1,353.66 ",358.81,0.925078285," 2,200 ",59.5,99.88,37.34,164," 3,090,852.35 "," 3,996,703.20 "," 27,543,552.00 "," 23,466.00 ",22.29,37.79,314,1,11.09,22.489,97,1,405," 60,353,307 ",0.11,0.12,2390," 223,801,973 ",0.65,0.44,726," 90,172,834 ",0.2,0.18,2069," 193,982,446 ",0.57,0.38,860,0.24," 222,744,505 ",0.44,2795,0.76," 284,155,280 ",0.56,1435,0.51," 143,224,574 ",0.5,0.49," 140,930,706 ",0.5,8784.15,50240.66,4000,414905,0,55.55,46.46,173," 5,223,489.05 "," 5,489,912.74 "," 27,019,690.00 ",86,237.55,241.19,795," 26,901,639.79 "," 26,642,028.94 "," 87,542,079.00 ",123.25,151.14,627," 13,019,246.47 "," 14,849,500.34 "," 67,798,637.00 ",127.24,117.85,382," 13,006,857.28 "," 13,593,707.71 "," 54,145,216.00 ",8.65,31.55,259," 2,225,977.15 "," 8,046,625.74 "," 68,781,077.00 ",174,0.047606019,8210251,0.02
2021 12 17,1," 3,721 "," 523,237,621 "," 1,427.00 ",38%," 72,353,297 ",14%," 1,345.00 ",0.36," 121,170,804 ",0.23,765,0.21," 77,390,849 ",0.15," 1,354.90 ",357.97,0.915986772," 2,200 ",59.5,99.62,37.27,165," 3,171,137.10 "," 4,111,767.57 "," 29,071,345.00 "," 23,351.00 ",22.55,38.07,319,1,11.07,22.479,97,1,417," 64,229,690 ",0.11,0.12,2440," 230,645,964 ",0.66,0.44,739," 94,686,084 ",0.2,0.18,2118," 200,189,570 ",0.57,0.38,864,0.23," 228,361,967 ",0.44,2857,0.77," 294,875,654 ",0.56,1455,0.51," 148,709,942 ",0.5,0.49," 146,165,712 ",0.5,9090.77,51106.06,4000,414905,0,56.27,47.12,180," 5,442,081.90 "," 5,643,499.37 "," 27,018,569.00 ",86,242.62,242.49,805," 28,296,328.23 "," 27,331,768.49 "," 87,538,867.00 ",124.57,150.83,642," 13,621,711.95 "," 15,244,169.75 "," 67,795,425.00 ",130.76,118.47,386," 13,841,789.16 "," 14,013,439.09 "," 54,142,004.00 ",9.2,33.09,263," 2,331,590.62 "," 8,339,577.56 "," 68,777,865.00 ",141,0.03789304,6644987,0.01
2021 12 21,1," 3,501 "," 535,604,319 "," 1,316.00 ",38%," 72,548,424 ",14%," 1,314.00 ",0.38," 121,685,335 ",0.23,725,0.21," 78,239,367 ",0.15," 1,352.66 ",365.21,0.9480531," 2,200 ",59.5,100.06,34.39,164," 3,265,879.99 "," 4,269,958.73 "," 29,358,506.00 "," 57,423.00 ",21.35,37.51,325,1,11.68,23.89,97,1,353," 59,339,957 ",0.1,0.11,2314," 234,177,278 ",0.66,0.44,688," 92,569,459 ",0.2,0.17,1979," 200,947,776 ",0.57,0.38,834,0.24," 242,087,084 ",0.45,2667,0.76," 293,517,235 ",0.55,1406,0.53," 146,623,099 ",0.5,0.47," 146,894,136 ",0.5,9139.77,53168.68,4000,414904,0,56.52,49.01,178," 5,728,643.97 "," 6,330,581.43 "," 30,165,218.00 ",92,233.79,230.37,759," 28,188,104.02 "," 26,874,840.94 "," 89,192,414.00 ",121.18,144.32,458," 13,567,979.25 "," 15,278,589.51 "," 68,866,569.00 ",128.62,114.87,387," 13,877,021.64 "," 13,593,634.49 "," 54,226,830.00 ",8.87,31.63,254," 2,407,486.67 "," 8,753,349.75 "," 69,920,452.00 ",281,0.080262782,14601484,0.03
2021 12 22,1," 3,683 "," 545,374,101 "," 1,508.00 ",41%," 83,750,259 ",15%," 1,403.00 ",0.38," 124,469,564 ",0.23,789,0.21," 80,863,725 ",0.15," 1,336.63 ",350.16,1.006825709," 2,200 ",59.5,101.06,33.51,166," 3,285,386.15 "," 4,206,616.43 "," 28,893,951.00 "," 31,018.00 ",22.19,37.53,310,1,10.93,22.473,97,1,389," 60,635,933 ",0.11,0.11,2472," 242,954,584 ",0.67,0.45,760," 95,145,088 ",0.21,0.17,2101," 208,445,429 ",0.57,0.38,822,0.22," 241,783,584 ",0.44,2861,0.78," 303,590,517 ",0.56,1541,0.54," 151,777,191 ",0.5,0.46," 151,813,326 ",0.5,9994.97,55990.46,4000,414904,0,56.14,46.9,181," 5,470,214.31 "," 5,799,146.43 "," 29,145,867.00 ",90,229.86,234.81,789," 26,473,920.52 "," 25,676,129.00 "," 87,007,134.00 ",116.79,149.12,685," 12,640,302.28 "," 14,925,987.72 "," 66,881,150.00 ",126.63,113.15,382," 13,107,248.28 "," 12,767,396.53 "," 53,082,643.00 ",7.56,27.34,212," 2,155,307.60 "," 8,427,018.28 "," 67,735,822.00 ",235,0.063806679,12060958,0.02
